Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop,Starting Anneal Temp,Starting Anneal Field,Number of Temps
110,170000,120000,5000,1.0,0.0,0.1,20.0,1.0,21

Temperature,K,Spatial Spin Correlation
2.284999999999999,5,0.0012190018103
2.284999999999999,6,0.00100051395196
2.284999999999999,7,0.00084093193113
2.284999999999999,8,0.000638269933184
2.284999999999999,9,0.000508726718797
2.284999999999999,10,0.000377460305326
2.284999999999999,11,0.000308380700421
2.284999999999999,12,0.000206574098501
2.284999999999999,13,0.000100107966255
2.284999999999999,14,1.37555150203e-06
2.284999999999999,15,-9.71087225831e-05
2.284999999999999,16,-0.000202403079451
2.284999999999999,17,-0.000303299832254
2.284999999999999,18,-0.000387929585699
2.284999999999999,19,-0.000375136555695
2.284999999999999,20,-0.000425550468115
2.284999999999999,21,-0.000413350218596
2.284999999999999,22,-0.000404058729131
2.284999999999999,23,-0.000395994157415
2.284999999999999,24,-0.000316258289371
2.284999999999999,25,-0.000318243414716
2.284999999999999,26,-0.000281173956008
2.284999999999999,27,-0.000303685828849
2.284999999999999,28,-0.000316382359705
2.284999999999999,29,-0.000342354416309
2.284999999999999,30,-0.000398503135282
2.284999999999999,31,-0.000453328437359
2.284999999999999,32,-0.000439349846385
2.284999999999999,33,-0.000414852848197
2.284999999999999,34,-0.000451660380645
2.284999999999999,35,-0.000436179160069
2.284999999999999,36,-0.000498738179638
2.284999999999999,37,-0.000524434524388
2.284999999999999,38,-0.000578322406162
2.284999999999999,39,-0.000630707658335
2.284999999999999,40,-0.000659354119918
2.284999999999999,41,-0.000635891041182
2.284999999999999,42,-0.000627137189832
2.284999999999999,43,-0.000604197963617
2.284999999999999,44,-0.000581300094181
2.284999999999999,45,-0.000597043241018
2.284999999999999,46,-0.000568768990437
2.284999999999999,47,-0.000475978166128
2.284999999999999,48,-0.000432636262751
2.284999999999999,49,-0.000383849050267
2.284999999999999,50,-0.000397538143795
2.284999999999999,51,-0.0003216622417
2.284999999999999,52,-0.000334248487814
2.284999999999999,53,-0.000341334282451
2.284999999999999,54,-0.000340286577407
2.2899999999999987,1,0.00490889715885
2.2899999999999987,2,0.00370491863681
2.2899999999999987,3,0.0030509439058
2.2899999999999987,4,0.00265553175104
2.2899999999999987,5,0.00232760007244
2.2899999999999987,6,0.00201716231094
2.2899999999999987,7,0.00181968369584
2.2899999999999987,8,0.00161888275291
2.2899999999999987,9,0.00139595593373
2.2899999999999987,10,0.00126235975509
2.2899999999999987,11,0.00109957947676
2.2899999999999987,12,0.000979424250988
2.2899999999999987,13,0.000841458039476
2.2899999999999987,14,0.000761984097692
2.2899999999999987,15,0.000662465904156
2.2899999999999987,16,0.000566683606236
2.2899999999999987,17,0.000425808634669
2.2899999999999987,18,0.00031247727727
2.2899999999999987,19,0.000239978845381
2.2899999999999987,20,0.000117962564596
2.2899999999999987,21,7.6916087724e-06
2.2899999999999987,22,-8.67810578437e-05
2.2899999999999987,23,-2.51043162064e-05
2.2899999999999987,24,-0.00013902845409
2.2899999999999987,25,-0.000203310672743
2.2899999999999987,26,-0.00024721778542
2.2899999999999987,27,-0.000280261851067
2.2899999999999987,28,-0.000319109651231
2.2899999999999987,29,-0.000388630395101
2.2899999999999987,30,-0.000476858188235
2.2899999999999987,31,-0.000549260120975
2.2899999999999987,32,-0.000662770691078
2.2899999999999987,33,-0.00070629180716
2.2899999999999987,34,-0.000826212677858
2.2899999999999987,35,-0.000949152593352
2.2899999999999987,36,-0.00107440848842
2.2899999999999987,37,-0.00117516738529
2.2899999999999987,38,-0.00120385520365
2.2899999999999987,39,-0.00122599486549
2.2899999999999987,40,-0.00133849908733
2.2899999999999987,41,-0.00136079039069
2.2899999999999987,42,-0.00144653677714
2.2899999999999987,43,-0.0014658090357
2.2899999999999987,44,-0.00146022587067
2.2899999999999987,45,-0.00151349340077
2.2899999999999987,46,-0.00155742808464
2.2899999999999987,47,-0.00166171609324
2.2899999999999987,48,-0.00166928438362
2.2899999999999987,49,-0.00174288566292
2.2899999999999987,50,-0.00171847137829
2.2899999999999987,51,-0.00172886571517
2.2899999999999987,52,-0.00173461430731
2.2899999999999987,53,-0.00176914721697
2.2899999999999987,54,-0.0017822711012
2.2949999999999986,1,0.0046845965427
2.2949999999999986,2,0.00344636082285
2.2949999999999986,3,0.0027218727853
2.2949999999999986,4,0.00224090724239
2.2949999999999986,5,0.00191196921552
2.2949999999999986,6,0.00165415106127
2.2949999999999986,7,0.00148170708247
2.2949999999999986,8,0.00131812723977
2.2949999999999986,9,0.00114010009594
2.2949999999999986,10,0.000993752244075
2.2949999999999986,11,0.000881578876462
2.2949999999999986,12,0.000705977996941
2.2949999999999986,13,0.00054536205666
2.2949999999999986,14,0.000462786356524
2.2949999999999986,15,0.000368396403464
2.2949999999999986,16,0.000268657640445
2.2949999999999986,17,0.00022388203543
2.2949999999999986,18,0.00012166186573
2.2949999999999986,19,5.59321598452e-05
2.2949999999999986,20,7.06138160463e-05
2.2949999999999986,21,2.1275179855e-05
2.2949999999999986,22,2.14681781525e-05
2.2949999999999986,23,-4.20420473109e-05
2.2949999999999986,24,-0.000166153738183
2.2949999999999986,25,-0.000267022919801
2.2949999999999986,26,-0.000322661571846
2.2949999999999986,27,-0.00035275552066
2.2949999999999986,28,-0.000393257591945
2.2949999999999986,29,-0.000445298204301
2.2949999999999986,30,-0.000470842907532
2.2949999999999986,31,-0.000543093198753
2.2949999999999986,32,-0.000630866067328
2.2949999999999986,33,-0.000736518849605
2.2949999999999986,34,-0.00086203667093
2.2949999999999986,35,-0.000930826778388
2.2949999999999986,36,-0.000989636116749
2.2949999999999986,37,-0.00104024302747
2.2949999999999986,38,-0.00106843456449
2.2949999999999986,39,-0.00110440117579
2.2949999999999986,40,-0.00115487023058
2.2949999999999986,41,-0.00113916844052
2.2949999999999986,42,-0.00121363821216
2.2949999999999986,43,-0.00120171367449
2.2949999999999986,44,-0.00117331535358
2.2949999999999986,45,-0.00119319417822
2.2949999999999986,46,-0.00118328233708
2.2949999999999986,47,-0.00122925728866
2.2949999999999986,48,-0.00124054768906
2.2949999999999986,49,-0.00119433838241
2.2949999999999986,50,-0.00120054189912
2.2949999999999986,51,-0.00125680090283
2.2949999999999986,52,-0.00124964618023
2.2949999999999986,53,-0.00124919125567
2.2949999999999986,54,-0.00124154025174
2.2999999999999985,1,0.00464844069281
2.2999999999999985,2,0.00336675278485
2.2999999999999985,3,0.0027254607991
2.2999999999999985,4,0.00228911921969
2.2999999999999985,5,0.00193240322357
2.2999999999999985,6,0.00158252488143
2.2999999999999985,7,0.00141964810395
2.2999999999999985,8,0.00124800368953
2.2999999999999985,9,0.0010323143065
2.2999999999999985,10,0.000866390913039
2.2999999999999985,11,0.000621048720164
2.2999999999999985,12,0.000503181902775
2.2999999999999985,13,0.000381744616883
2.2999999999999985,14,0.00029650829736
2.2999999999999985,15,0.000169377561692
2.2999999999999985,16,8.0861273701e-06
2.2999999999999985,17,-4.94411508714e-05
2.2999999999999985,18,-0.000126295830046
2.2999999999999985,19,-0.00019532029258
2.2999999999999985,20,-0.000204970207454
2.2999999999999985,21,-0.000285988135618
2.2999999999999985,22,-0.000318053424185
2.2999999999999985,23,-0.000382115073355
2.2999999999999985,24,-0.000415738133894
2.2999999999999985,25,-0.000454765146763
2.2999999999999985,26,-0.000480199565253
2.2999999999999985,27,-0.000489491054717
2.2999999999999985,28,-0.000533108669947
2.2999999999999985,29,-0.000543254866158
2.2999999999999985,30,-0.000550106305718
2.2999999999999985,31,-0.000572135682816
2.2999999999999985,32,-0.000648673293359
2.2999999999999985,33,-0.000694469032233
2.2999999999999985,34,-0.000770620646181
2.2999999999999985,35,-0.0008583108012
2.2999999999999985,36,-0.00085656003093
2.2999999999999985,37,-0.000865396595836
2.2999999999999985,38,-0.000915562367588
2.2999999999999985,39,-0.00099456759922
2.2999999999999985,40,-0.00102859044195
2.2999999999999985,41,-0.00103046528255
2.2999999999999985,42,-0.00103313968753
2.2999999999999985,43,-0.00100214967519
2.2999999999999985,44,-0.000958449346406
2.2999999999999985,45,-0.00095955219382
2.2999999999999985,46,-0.000919339619981
2.2999999999999985,47,-0.000832214674262
2.2999999999999985,48,-0.000857621521566
2.2999999999999985,49,-0.00090991027459
2.2999999999999985,50,-0.000943257623276
2.2999999999999985,51,-0.000919063908128
2.2999999999999985,52,-0.000969698390031
2.2999999999999985,53,-0.00100599585555
2.2999999999999985,54,-0.000992472189133
2.3049999999999984,1,0.00413235798176
2.3049999999999984,2,0.00312818783998
2.3049999999999984,3,0.00260491431314
2.3049999999999984,4,0.00221298991333
2.3049999999999984,5,0.00193722291742
2.3049999999999984,6,0.00170328140969
2.3049999999999984,7,0.00147041517819
2.3049999999999984,8,0.00127391534017
2.3049999999999984,9,0.00115294676443
2.3049999999999984,10,0.00105420056408
2.3049999999999984,11,0.00087189988652
2.3049999999999984,12,0.000753716000499
2.3049999999999984,13,0.000641211778661
2.3049999999999984,14,0.0005206567707
2.3049999999999984,15,0.000425012328706
2.3049999999999984,16,0.000324046647939
2.3049999999999984,17,0.000210081153278
2.3049999999999984,18,0.000141084261929
2.3049999999999984,19,0.000106592709051
2.3049999999999984,20,5.05404892256e-05
2.3049999999999984,21,1.26301093636e-05
2.3049999999999984,22,-0.000105443491916
2.3049999999999984,23,-0.00022879697519
2.3049999999999984,24,-0.000298400432617
2.3049999999999984,25,-0.000380024926858
2.3049999999999984,26,-0.000480770038142
2.3049999999999984,27,-0.000546789241473
2.3049999999999984,28,-0.000613801007476
2.3049999999999984,29,-0.000674733327109
2.3049999999999984,30,-0.000696886774541
2.3049999999999984,31,-0.000718626654193
2.3049999999999984,32,-0.000727835430101
2.3049999999999984,33,-0.000758770300068
2.3049999999999984,34,-0.000750264589387
2.3049999999999984,35,-0.000730978545231
2.3049999999999984,36,-0.000776553714622
2.3049999999999984,37,-0.000834067207271
2.3049999999999984,38,-0.000911376811004
2.3049999999999984,39,-0.00097804393719
2.3049999999999984,40,-0.00105604282056
2.3049999999999984,41,-0.0011141353081
2.3049999999999984,42,-0.00110004643238
2.3049999999999984,43,-0.00113089858879
2.3049999999999984,44,-0.00119906834458
2.3049999999999984,45,-0.00120495479266
2.3049999999999984,46,-0.001200171192
2.3049999999999984,47,-0.00113109158709
2.3049999999999984,48,-0.00109833701889
2.3049999999999984,49,-0.00113340756666
2.3049999999999984,50,-0.00110529874319
2.3049999999999984,51,-0.00108271794239
2.3049999999999984,52,-0.0010452349159
2.3049999999999984,53,-0.00100145187356
2.3049999999999984,54,-0.000967994240129
2.3099999999999983,1,0.00378595736868
2.3099999999999983,2,0.00266881429491
2.3099999999999983,3,0.00205297051324
2.3099999999999983,4,0.00162412829624
2.3099999999999983,5,0.00130234499198
2.3099999999999983,6,0.00103904017184
2.3099999999999983,7,0.000811881175711
2.3099999999999983,8,0.000610776949737
2.3099999999999983,9,0.00042360995796
2.3099999999999983,10,0.000319087594282
2.3099999999999983,11,0.000227633972463
2.3099999999999983,12,0.000110897573673
2.3099999999999983,13,-2.95638301139e-05
2.3099999999999983,14,-8.9627657408e-05
2.3099999999999983,15,-0.000141378772318
2.3099999999999983,16,-0.000243695441167
2.3099999999999983,17,-0.000287767980956
2.3099999999999983,18,-0.000346232679499
2.3099999999999983,19,-0.000445668159479
2.3099999999999983,20,-0.000474218121914
2.3099999999999983,21,-0.000453043451562
2.3099999999999983,22,-0.000412431095535
2.3099999999999983,23,-0.000403153391663
2.3099999999999983,24,-0.00048017349795
2.3099999999999983,25,-0.000481745055515
2.3099999999999983,26,-0.000511384079771
2.3099999999999983,27,-0.000577168928026
2.3099999999999983,28,-0.000541353958251
2.3099999999999983,29,-0.000475045257474
2.3099999999999983,30,-0.000522343625949
2.3099999999999983,31,-0.000509288669684
2.3099999999999983,32,-0.000489740699268
2.3099999999999983,33,-0.000476230818444
2.3099999999999983,34,-0.00051462369405
2.3099999999999983,35,-0.00050777225449
2.3099999999999983,36,-0.000553664492512
2.3099999999999983,37,-0.000561467137967
2.3099999999999983,38,-0.000577100000063
2.3099999999999983,39,-0.000554615698406
2.3099999999999983,40,-0.000526713658828
2.3099999999999983,41,-0.000529057209583
2.3099999999999983,42,-0.000578671557628
2.3099999999999983,43,-0.000569697136795
2.3099999999999983,44,-0.000567339800447
2.3099999999999983,45,-0.000463465359625
2.3099999999999983,46,-0.000424893271315
2.3099999999999983,47,-0.000382654215352
2.3099999999999983,48,-0.000438623721621
2.3099999999999983,49,-0.000411976170976
2.3099999999999983,50,-0.000410459755782
2.3099999999999983,51,-0.000351250635234
2.3099999999999983,52,-0.000324079232067
2.3099999999999983,53,-0.000288085049587
2.3099999999999983,54,-0.000337299615445
2.314999999999998,1,0.00475219131395
2.314999999999998,2,0.00344472434768
2.314999999999998,3,0.00259554562436
2.314999999999998,4,0.002078516971
2.314999999999998,5,0.00177210460257
2.314999999999998,6,0.00148905881372
2.314999999999998,7,0.00131825532046
2.314999999999998,8,0.00119159329494
2.314999999999998,9,0.000999877057578
2.314999999999998,10,0.000923491088554
2.314999999999998,11,0.000758408616246
2.314999999999998,12,0.000639466522628
2.314999999999998,13,0.00049791605702
2.314999999999998,14,0.000365326226651
2.314999999999998,15,0.000256309759761
2.314999999999998,16,0.000162595300742
2.314999999999998,17,2.99365424104e-05
2.314999999999998,18,-4.71938486179e-05
2.314999999999998,19,-0.000100585449056
2.314999999999998,20,-0.000189805804862
2.314999999999998,21,-0.000259216263992
2.314999999999998,22,-0.000339062416777
2.314999999999998,23,-0.000366040821646
2.314999999999998,24,-0.000442771430487
2.314999999999998,25,-0.000442661145746
2.314999999999998,26,-0.000405619258222
2.314999999999998,27,-0.00042764863532
2.314999999999998,28,-0.000525595271291
2.314999999999998,29,-0.000539849574119
2.314999999999998,30,-0.000707013670922
2.314999999999998,31,-0.000747419243058
2.314999999999998,32,-0.000825252699313
2.314999999999998,33,-0.000825362984054
2.314999999999998,34,-0.000889341919669
2.314999999999998,35,-0.000885151099495
2.314999999999998,36,-0.000890748050122
2.314999999999998,37,-0.000872206427971
2.314999999999998,38,-0.000853430450745
2.314999999999998,39,-0.000842967185903
2.314999999999998,40,-0.000883124617371
2.314999999999998,41,-0.000900067110772
2.314999999999998,42,-0.000930436771439
2.314999999999998,43,-0.00096123378548
2.314999999999998,44,-0.000936088864437
2.314999999999998,45,-0.00091725774484
2.314999999999998,46,-0.000937522566075
2.314999999999998,47,-0.000990142173324
2.314999999999998,48,-0.000982697953278
2.314999999999998,49,-0.000900839103962
2.314999999999998,50,-0.000930836553627
2.314999999999998,51,-0.0010316092361
2.314999999999998,52,-0.000993450715566
2.314999999999998,53,-0.000999557733122
2.314999999999998,54,-0.00102686699222
2.319999999999998,1,0.00470134202745
2.319999999999998,2,0.00327795201235
2.319999999999998,3,0.00250974986042
2.319999999999998,4,0.00195534846532
2.319999999999998,5,0.0015769890887
2.319999999999998,6,0.00129282666685
2.319999999999998,7,0.00109489312719
2.319999999999998,8,0.000877811399307
2.319999999999998,9,0.000688383570331
2.319999999999998,10,0.000455903335424
2.319999999999998,11,0.000359500685833
2.319999999999998,12,0.000245190551355
2.319999999999998,13,0.000177062152345
2.319999999999998,14,0.000166254247686
2.319999999999998,15,9.40728844285e-05
2.319999999999998,16,0.000108023904218
2.319999999999998,17,5.53215834132e-05
2.319999999999998,18,4.67193735827e-05
2.319999999999998,19,-2.08300305351e-05
2.319999999999998,20,-0.000101365462955
2.319999999999998,21,-0.00013424410149
2.319999999999998,22,-0.000192529587328
2.319999999999998,23,-0.000237511976234
2.319999999999998,24,-0.000324733421102
2.319999999999998,25,-0.000423203909594
2.319999999999998,26,-0.000465801390966
2.319999999999998,27,-0.000561914543111
2.319999999999998,28,-0.000701397169818
2.319999999999998,29,-0.000764617897835
2.319999999999998,30,-0.000787570909642
2.319999999999998,31,-0.000784028012324
2.319999999999998,32,-0.000821979748964
2.319999999999998,33,-0.000792051227262
2.319999999999998,34,-0.000868974834401
2.319999999999998,35,-0.000922587004322
2.319999999999998,36,-0.000964178137429
2.319999999999998,37,-0.0010009443131
2.319999999999998,38,-0.000908608413347
2.319999999999998,39,-0.000841968858346
2.319999999999998,40,-0.000768160795153
2.319999999999998,41,-0.00077787963799
2.319999999999998,42,-0.000734137952426
2.319999999999998,43,-0.000761075000517
2.319999999999998,44,-0.000707421473818
2.319999999999998,45,-0.000702734372308
2.319999999999998,46,-0.000696503284417
2.319999999999998,47,-0.00070017025207
2.319999999999998,48,-0.000675080473397
2.319999999999998,49,-0.000678526871567
2.319999999999998,50,-0.000702348375713
2.319999999999998,51,-0.000698460838578
2.319999999999998,52,-0.000698598694504
2.319999999999998,53,-0.000742230095327
2.319999999999998,54,-0.000740300112353
