Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop,Starting Anneal Temp,Starting Anneal Field,Number of Temps
9,20000,10000,500,1.0,0.0,0.1,20.0,1.0,7

Temperature,K,Spatial Spin Correlation
2.0,1,-0.000762078951379
2.0,2,-0.000762078951379
2.0,3,-0.000762078951379
2.1,1,0.00567748818778
2.1,2,-0.00426764212772
2.1,3,-0.00769699740893
2.2,1,3.8103947569e-05
2.2,2,-0.0027053802774
2.2,3,-0.00304831580552
2.3000000000000003,1,0.00971650663009
2.3000000000000003,2,-0.00880201188843
2.3000000000000003,3,-0.016003657979
2.4000000000000004,1,0.00403901844231
2.4000000000000004,2,-0.00727785398567
2.4000000000000004,3,-0.0100213382106
2.5000000000000004,1,-0.0050297210791
2.5000000000000004,2,-0.0050297210791
2.5000000000000004,3,0.00217192501143
2.6000000000000005,1,0.0214525224813
2.6000000000000005,2,0.000190519737845
2.6000000000000005,3,-0.0320454199055
