Lattice Size (NxN),Total Steps/Temp,Steps/Temp Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop,Starting Anneal Temp,Starting Anneal Field,Number of Temps
110,170000,120000,5000,1.0,0.0,0.1,20.0,1.0,21

Temperature,Magnetization Mean,Magnetization Std Dev,Energy Mean,Energy Std Dev,Heat Capacity,Susceptibility
2.22,-0.7535225427,0.0360682182969,-1.49706312672,0.0261291347477,0.000307536793993,0.00130091637112
2.225,0.542972453168,0.23666771937,-1.46057024242,0.0369500112044,0.000613619473261,0.0560116093918
2.23,0.740826831956,0.0378050905689,-1.48228236364,0.0267100171657,0.000319921532283,0.00142922487292
2.235,-0.7189204573,0.0575608946182,-1.47037677961,0.0280431960106,0.000351866148763,0.00331325658924
2.2399999999999998,0.706465904959,0.0555810390519,-1.45974213774,0.0286940152105,0.000367565405759,0.00308925190208
2.2449999999999997,0.693263016529,0.051826049222,-1.45114726446,0.0278243142427,0.000344851876649,0.00268593937796
2.2499999999999996,-0.69232580854,0.0480558660521,-1.44378839945,0.0278669407169,0.000345140615519,0.00230936626202
2.2549999999999994,-0.689845746556,0.0522097270787,-1.43994682369,0.0280224101347,0.000348228589692,0.00272585560164
2.2599999999999993,-0.50848784022,0.231434929668,-1.40591243251,0.0360951563748,0.000576486864478,0.0535621266706
2.2649999999999992,0.593030679063,0.101768443121,-1.40450631405,0.032457422642,0.000465114474421,0.0103568160153
2.269999999999999,-0.53912242011,0.0976686632897,-1.38533284848,0.0335211165326,0.000495006719645,0.00953916778879
2.274999999999999,-0.590854792011,0.0745259601768,-1.38772503857,0.0299949256577,0.000395470578115,0.00555411874027
2.279999999999999,-0.437945484848,0.187319855415,-1.35873477961,0.032131119589,0.000452810897388,0.0350887282328
2.284999999999999,-0.400479592287,0.156398531643,-1.34644625344,0.0301220375685,0.000397084090713,0.0244605007
2.2899999999999987,0.267499778237,0.223883985409,-1.33300819559,0.0316586957471,0.000437673806292,0.0501240389228
2.2949999999999986,0.101945706612,0.305786928118,-1.3208518292,0.0310926405893,0.000421242831727,0.0935056454079
2.2999999999999985,-0.233182652893,0.182487378591,-1.30707806612,0.0270303925368,0.000317670487258,0.0333016433449
2.3049999999999984,-0.128643398072,0.169681131369,-1.2953227741,0.0286589805997,0.000356328489812,0.0287916863425
2.3099999999999983,-0.0963044393939,0.148398819488,-1.28683128926,0.0266570890898,0.000307619220234,0.0220222096253
2.314999999999998,0.0108512933884,0.146825879931,-1.27720150413,0.025948929837,0.000290862617574,0.0215578390174
2.319999999999998,-0.00836400964187,0.228894790986,-1.27478033609,0.0274439453571,0.000324642300329,0.0523928253405
