Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop,Starting Anneal Temp
100,200000,100000,5000,1.0,0.0,0.1,20.0

Temperature,K,Spatial Spin Correlation
2.324999999999999,43,-0.000990395151515
2.324999999999999,44,-0.000994415353535
2.324999999999999,45,-0.00105976888889
2.324999999999999,46,-0.00108504161616
2.324999999999999,47,-0.00122336484848
2.324999999999999,48,-0.00127152646465
2.324999999999999,49,-0.00131659717172
2.3499999999999988,1,0.00536598707071
2.3499999999999988,2,0.00398081535354
2.3499999999999988,3,0.00316695676768
2.3499999999999988,4,0.00257534060606
2.3499999999999988,5,0.00212645171717
2.3499999999999988,6,0.00180372444444
2.3499999999999988,7,0.00156592646465
2.3499999999999988,8,0.00132174464646
2.3499999999999988,9,0.00108416888889
2.3499999999999988,10,0.000886916363636
2.3499999999999988,11,0.000754451717172
2.3499999999999988,12,0.000628916363636
2.3499999999999988,13,0.000442067878788
2.3499999999999988,14,0.000223482020202
2.3499999999999988,15,1.35426262626e-05
2.3499999999999988,16,-0.000195083636364
2.3499999999999988,17,-0.000372174545455
2.3499999999999988,18,-0.000463305858586
2.3499999999999988,19,-0.000513507878788
2.3499999999999988,20,-0.000494073535354
2.3499999999999988,21,-0.000547103838384
2.3499999999999988,22,-0.000754275555556
2.3499999999999988,23,-0.000843083636364
2.3499999999999988,24,-0.000886214949495
2.3499999999999988,25,-0.000926315959596
2.3499999999999988,26,-0.000995467474747
2.3499999999999988,27,-0.00102665939394
2.3499999999999988,28,-0.000993083636364
2.3499999999999988,29,-0.00103797252525
2.3499999999999988,30,-0.00107080080808
2.3499999999999988,31,-0.0010811240404
2.3499999999999988,32,-0.0011449220202
2.3499999999999988,33,-0.00111884121212
2.3499999999999988,34,-0.00116003313131
2.3499999999999988,35,-0.00114635636364
2.3499999999999988,36,-0.00111094222222
2.3499999999999988,37,-0.000999588686869
2.3499999999999988,38,-0.00108684121212
2.3499999999999988,39,-0.00105308363636
2.3499999999999988,40,-0.000993184646465
2.3499999999999988,41,-0.000930598787879
2.3499999999999988,42,-0.000882093737374
2.3499999999999988,43,-0.000891002828283
2.3499999999999988,44,-0.000822457373737
2.3499999999999988,45,-0.00084768969697
2.3499999999999988,46,-0.000915144242424
2.3499999999999988,47,-0.000972618989899
2.3499999999999988,48,-0.00102516444444
2.3499999999999988,49,-0.00103837656566
2.3749999999999987,1,0.00523064161616
2.3749999999999987,2,0.00359690424242
2.3749999999999987,3,0.00263603555556
2.3749999999999987,4,0.00198308606061
2.3749999999999987,5,0.00152999515152
2.3749999999999987,6,0.00121694464646
2.3749999999999987,7,0.00103298505051
2.3749999999999987,8,0.000826338585859
2.3749999999999987,9,0.00062052040404
2.3749999999999987,10,0.000419005252525
2.3749999999999987,11,0.000290722424242
2.3749999999999987,12,7.51062626263e-05
2.3749999999999987,13,-2.30351515152e-05
2.3749999999999987,14,-0.000160348282828
2.3749999999999987,15,-0.000242873535354
2.3749999999999987,16,-0.000261095757576
2.3749999999999987,17,-0.000411883636364
2.3749999999999987,18,-0.000500105858586
2.3749999999999987,19,-0.000578812929293
2.3749999999999987,20,-0.000679661414141
2.3749999999999987,21,-0.000579418989899
2.3749999999999987,22,-0.000561641212121
2.3749999999999987,23,-0.000486449292929
2.3749999999999987,24,-0.00052752
2.3749999999999987,25,-0.00048853010101
2.3749999999999987,26,-0.000527439191919
2.3749999999999987,27,-0.000545398787879
2.3749999999999987,28,-0.00055954020202
2.3749999999999987,29,-0.000576671515152
2.3749999999999987,30,-0.000560065454545
2.3749999999999987,31,-0.000619621010101
2.3749999999999987,32,-0.000647055353535
2.3749999999999987,33,-0.00060349979798
2.3749999999999987,34,-0.000634671515152
2.3749999999999987,35,-0.000760388686869
2.3749999999999987,36,-0.000891823030303
2.3749999999999987,37,-0.000886732121212
2.3749999999999987,38,-0.000910833131313
2.3749999999999987,39,-0.000927782626263
2.3749999999999987,40,-0.000906469494949
2.3749999999999987,41,-0.00089450989899
2.3749999999999987,42,-0.000905014949495
2.3749999999999987,43,-0.000905883636364
2.3749999999999987,44,-0.000956388686869
2.3749999999999987,45,-0.000924166464646
2.3749999999999987,46,-0.000942227070707
2.3749999999999987,47,-0.000850570505051
2.3749999999999987,48,-0.00072048969697
2.3749999999999987,49,-0.000645641212121
2.3999999999999986,1,0.00520075353535
2.3999999999999986,2,0.00348354141414
2.3999999999999986,3,0.00258269292929
2.3999999999999986,4,0.00196873333333
2.3999999999999986,5,0.00142917777778
2.3999999999999986,6,0.00108632929293
2.3999999999999986,7,0.000861844444444
2.3999999999999986,8,0.000556309090909
2.3999999999999986,9,0.000241905050505
2.3999999999999986,10,5.54202020202e-05
2.3999999999999986,11,-0.000122701010101
2.3999999999999986,12,-0.000267024242424
2.3999999999999986,13,-0.00038563030303
2.3999999999999986,14,-0.000461084848485
2.3999999999999986,15,-0.0005026
2.3999999999999986,16,-0.000482216161616
2.3999999999999986,17,-0.00036457979798
2.3999999999999986,18,-0.000407832323232
2.3999999999999986,19,-0.000416539393939
2.3999999999999986,20,-0.000483529292929
2.3999999999999986,21,-0.000561307070707
2.3999999999999986,22,-0.000598539393939
2.3999999999999986,23,-0.000627529292929
2.3999999999999986,24,-0.000733711111111
2.3999999999999986,25,-0.000729367676768
2.3999999999999986,26,-0.00071257979798
2.3999999999999986,27,-0.000787549494949
2.3999999999999986,28,-0.000776983838384
2.3999999999999986,29,-0.000853428282828
2.3999999999999986,30,-0.000827105050505
2.3999999999999986,31,-0.000730802020202
2.3999999999999986,32,-0.000703024242424
2.3999999999999986,33,-0.000702478787879
2.3999999999999986,34,-0.000673084848485
2.3999999999999986,35,-0.000633488888889
2.3999999999999986,36,-0.000568377777778
2.3999999999999986,37,-0.000599711111111
2.3999999999999986,38,-0.000598115151515
2.3999999999999986,39,-0.000474478787879
2.3999999999999986,40,-0.000470761616162
2.3999999999999986,41,-0.000437105050505
2.3999999999999986,42,-0.000421993939394
2.3999999999999986,43,-0.000386923232323
2.3999999999999986,44,-0.000502822222222
2.3999999999999986,45,-0.000539913131313
2.3999999999999986,46,-0.000552135353535
2.3999999999999986,47,-0.00053361010101
2.3999999999999986,48,-0.000581731313131
2.3999999999999986,49,-0.000589004040404
2.4249999999999985,1,0.00479242020202
2.4249999999999985,2,0.00317442020202
2.4249999999999985,3,0.00228401616162
2.4249999999999985,4,0.00162332929293
2.4249999999999985,5,0.00113835959596
2.4249999999999985,6,0.000781915151515
2.4249999999999985,7,0.000474177777778
2.4249999999999985,8,0.000185208080808
2.4249999999999985,9,6.02585858586e-05
2.4249999999999985,10,-0.000132125252525
2.4249999999999985,11,-0.000296428282828
2.4249999999999985,12,-0.000430711111111
2.4249999999999985,13,-0.000431337373737
2.4249999999999985,14,-0.000584711111111
2.4249999999999985,15,-0.000645660606061
2.4249999999999985,16,-0.000606892929293
2.4249999999999985,17,-0.000608246464646
2.4249999999999985,18,-0.000576266666667
2.4249999999999985,19,-0.000590307070707
2.4249999999999985,20,-0.000702852525253
2.4249999999999985,21,-0.000634933333333
2.4249999999999985,22,-0.000754266666667
2.4249999999999985,23,-0.000725438383838
2.4249999999999985,24,-0.000741498989899
2.4249999999999985,25,-0.000733155555556
2.4249999999999985,26,-0.000779842424242
2.4249999999999985,27,-0.000824387878788
2.4249999999999985,28,-0.000804488888889
2.4249999999999985,29,-0.000725802020202
2.4249999999999985,30,-0.000654408080808
2.4249999999999985,31,-0.000578004040404
2.4249999999999985,32,-0.000527216161616
2.4249999999999985,33,-0.000398206060606
2.4249999999999985,34,-0.00041663030303
2.4249999999999985,35,-0.000355862626263
2.4249999999999985,36,-0.00041155959596
2.4249999999999985,37,-0.000400832323232
2.4249999999999985,38,-0.000302913131313
2.4249999999999985,39,-0.000282408080808
2.4249999999999985,40,-0.000237458585859
2.4249999999999985,41,-0.000215438383838
2.4249999999999985,42,-0.000124408080808
2.4249999999999985,43,-0.000179397979798
2.4249999999999985,44,-0.000196428282828
2.4249999999999985,45,-0.000270549494949
2.4249999999999985,46,-0.000316125252525
2.4249999999999985,47,-0.000216892929293
2.4249999999999985,48,-0.000240670707071
2.4249999999999985,49,-0.000241054545455
2.4499999999999984,1,0.00520780969697
2.4499999999999984,2,0.00345389050505
2.4499999999999984,3,0.00244627434343
2.4499999999999984,4,0.00176621373737
2.4499999999999984,5,0.00126948646465
2.4499999999999984,6,0.000797324848485
2.4499999999999984,7,0.000498981414141
2.4499999999999984,8,0.000241506666667
2.4499999999999984,9,-2.48973737374e-05
2.4499999999999984,10,-0.000132008484848
2.4499999999999984,11,-0.000152654949495
2.4499999999999984,12,-0.000206856969697
2.4499999999999984,13,-0.000254856969697
2.4499999999999984,14,-0.000328856969697
2.4499999999999984,15,-0.000290897373737
2.4499999999999984,16,-0.000279846868687
2.4499999999999984,17,-0.000362250909091
2.4499999999999984,18,-0.000483685252525
2.4499999999999984,19,-0.000588998383838
2.4499999999999984,20,-0.000637927676768
2.4499999999999984,21,-0.000703705454545
2.4499999999999984,22,-0.000787281212121
2.4499999999999984,23,-0.000764331717172
2.4499999999999984,24,-0.000794836767677
2.4499999999999984,25,-0.000745099393939
2.4499999999999984,26,-0.000767079191919
2.4499999999999984,27,-0.000771564040404
2.4499999999999984,28,-0.000784452929293
2.4499999999999984,29,-0.00073014989899
2.4499999999999984,30,-0.000635018585859
2.4499999999999984,31,-0.000630250909091
2.4499999999999984,32,-0.000632250909091
2.4499999999999984,33,-0.000690250909091
2.4499999999999984,34,-0.000664735757576
2.4499999999999984,35,-0.000583503434343
2.4499999999999984,36,-0.000674856969697
2.4499999999999984,37,-0.000667564040404
2.4499999999999984,38,-0.000570897373737
2.4499999999999984,39,-0.000514089292929
2.4499999999999984,40,-0.000442392323232
2.4499999999999984,41,-0.000467968080808
2.4499999999999984,42,-0.000344331717172
2.4499999999999984,43,-0.000252998383838
2.4499999999999984,44,-0.000318634747475
2.4499999999999984,45,-0.000373624646465
2.4499999999999984,46,-0.000352089292929
2.4499999999999984,47,-0.000298937777778
2.4499999999999984,48,-0.000284089292929
2.4499999999999984,49,-0.000348392323232
2.4749999999999983,1,0.00488313818182
2.4749999999999983,2,0.00302279474747
2.4749999999999983,3,0.00214814828283
2.4749999999999983,4,0.00151178464646
2.4749999999999983,5,0.00110457252525
2.4749999999999983,6,0.000871804848485
2.4749999999999983,7,0.000637986666667
2.4749999999999983,8,0.000359845252525
2.4749999999999983,9,0.000138895757576
2.4749999999999983,10,7.60270707071e-05
2.4749999999999983,11,-8.39123232323e-05
2.4749999999999983,12,-5.8882020202e-05
2.4749999999999983,13,-0.000110235555556
2.4749999999999983,14,-0.000266013333333
2.4749999999999983,15,-0.00028063959596
2.4749999999999983,16,-0.000430094141414
2.4749999999999983,17,-0.000469932525253
2.4749999999999983,18,-0.000551932525253
2.4749999999999983,19,-0.000605993131313
2.4749999999999983,20,-0.000657851717172
2.4749999999999983,21,-0.000631589090909
2.4749999999999983,22,-0.000471730505051
2.4749999999999983,23,-0.000470457777778
2.4749999999999983,24,-0.000465225454545
2.4749999999999983,25,-0.00037065979798
2.4749999999999983,26,-0.000349265858586
2.4749999999999983,27,-0.000332397171717
2.4749999999999983,28,-0.000349164848485
2.4749999999999983,29,-0.000427568888889
2.4749999999999983,30,-0.000418558787879
2.4749999999999983,31,-0.000459164848485
2.4749999999999983,32,-0.000467387070707
2.4749999999999983,33,-0.000389326464646
2.4749999999999983,34,-0.000361831515152
2.4749999999999983,35,-0.000348518383838
2.4749999999999983,36,-0.000331084040404
2.4749999999999983,37,-0.000344114343434
2.4749999999999983,38,-0.000434599191919
2.4749999999999983,39,-0.000444073939394
2.4749999999999983,40,-0.000520740606061
2.4749999999999983,41,-0.000607589090909
2.4749999999999983,42,-0.000640861818182
2.4749999999999983,43,-0.000550518383838
2.4749999999999983,44,-0.000639629494949
2.4749999999999983,45,-0.000727488080808
2.4749999999999983,46,-0.000799366868687
2.4749999999999983,47,-0.000928983030303
2.4749999999999983,48,-0.00103748808081
2.4749999999999983,49,-0.00118819515152
